Date,Open,High,Low,Close,Adj Close,Volume
1996-04-08,16.4979,16.6502,16.392401,16.564301,2.496806,104283940.0
1996-04-09,16.7712,16.9625,16.4979,16.583799,2.499744,146377431.0
1996-04-10,16.790701,16.864901,16.5096,16.576,2.498569,130339559.0
1996-04-11,16.4198,16.517401,16.3104,16.4042,2.472673,98969354.0
1996-04-12,16.4042,16.986,16.33,16.853201,2.540353,155943173.0
1996-04-15,17.1812,17.630301,17.146099,17.2866,2.60568,217890973.0
1996-04-16,17.3374,17.5522,17.1812,17.325701,2.611575,177809099.0
1996-04-17,17.806,18.254999,17.6381,18.0637,2.722816,187442066.0
1996-04-18,18.625999,19.153099,18.481501,19.0555,2.872314,313725740.0
1996-04-19,19.2117,19.5632,19.020399,19.1766,2.890568,300782761.0
1996-04-22,19.367901,19.4069,18.469801,18.5674,2.798741,264176719.0
1996-04-23,18.395599,18.6455,18.1574,18.442499,2.779914,260702167.0
1996-04-24,19.2976,20.1567,19.227301,19.938,3.005337,244538169.0
1996-04-25,20.070801,20.500299,18.586901,18.9228,2.852311,283543810.0
1996-04-26,18.8993,19.3249,18.4307,19.0907,2.87762,289172751.0
1996-04-29,18.8993,18.997,18.5674,18.9345,2.854076,192505679.0
1996-04-30,18.8993,19.524099,18.7822,19.1063,2.879971,196289465.0
1996-05-01,20.8517,21.078199,20.636999,20.7775,3.131879,226512370.0
1996-05-02,20.6175,20.8986,20.305099,20.7932,3.134245,231768694.0
1996-05-03,20.613501,20.7346,20.226999,20.3207,3.063023,225624365.0
1996-05-06,19.8365,19.945801,19.079,19.1805,2.891156,270214130.0
1996-05-07,19.153099,19.5592,19.079,19.414801,2.926474,250805424.0
1996-05-08,19.0555,19.7974,18.821199,19.520201,2.94236,359177261.0
1996-05-09,19.153099,19.5553,18.9384,19.0438,2.870551,278596078.0
1996-05-10,18.586901,18.9501,18.4737,18.8447,2.840539,277174758.0
1996-05-13,19.094601,19.3601,18.985201,19.243,2.900577,182121718.0
1996-05-14,19.2117,19.906799,19.1141,19.777901,2.981204,297622564.0
1996-05-15,19.4655,19.992701,19.059401,19.8209,2.987686,419332404.0
1996-05-16,20.0513,20.344101,19.8013,19.934099,3.00475,314778926.0
1996-05-17,19.524099,19.7584,19.430401,19.5397,2.9453,258431256.0
1996-05-20,19.289801,19.3211,18.868099,18.926701,2.8529,149088824.0
1996-05-21,18.8134,19.0555,18.7041,18.8603,2.842891,208578124.0
1996-05-22,19.0555,19.1492,18.9032,18.9618,2.85819,145990089.0
1996-05-23,18.8368,18.9149,18.711901,18.805599,2.834646,134721324.0
1996-05-24,18.985201,19.0399,18.883699,18.9813,4.201697,108247631.0
1996-05-27,18.821199,18.821199,18.391701,18.422899,4.07809,176404424.0
1996-05-28,18.0403,18.0403,17.614599,17.8255,3.94585,249405871.0
1996-05-29,18.200399,19.094601,18.200399,18.840799,4.170597,235277819.0
1996-05-30,18.9774,19.032101,18.376101,18.497101,4.094516,241431112.0
1996-05-31,18.762699,18.7822,18.438601,18.6143,4.120459,203873041.0
1996-06-03,18.9774,19.250799,18.8603,19.184401,4.246656,223537201.0
1996-06-04,19.520201,19.6373,18.5674,18.910999,4.186137,328794937.0
1996-06-05,19.1336,19.1336,18.622101,18.790001,4.159352,152602430.0
1996-06-06,19.0516,19.445999,18.9774,19.098499,4.227641,151339888.0
1996-06-07,18.829,19.172701,18.801701,19.0828,4.224166,102387566.0
1996-06-10,19.0165,19.094601,18.821199,18.910999,4.186137,82991024.0
1996-06-11,18.821199,18.9384,18.6572,18.762699,4.153308,112323363.0
1996-06-12,19.0555,19.246901,18.907101,19.047701,4.216396,91595775.0
1996-06-13,19.0165,19.121901,18.910999,18.973499,4.199971,53464054.0
1996-06-14,19.0555,19.2117,18.993,19.172701,4.244067,56080692.0
1996-06-17,19.231199,19.231199,18.864201,18.910999,4.186137,49302530.0
1996-06-18,18.821199,18.821199,18.2043,18.4268,4.078954,87387514.0
1996-06-19,18.4307,18.5089,17.7318,17.876301,3.957095,109371883.0
1996-06-20,17.7279,17.981701,17.5326,17.903601,3.963138,130129563.0
1996-06-21,17.798201,17.9153,17.3062,17.4077,3.853366,161408214.0
1996-06-24,17.267099,17.415501,16.993799,17.2593,3.820516,140622364.0
1996-06-25,17.3374,17.415501,16.5564,16.8962,3.740141,159642448.0
1996-06-26,17.0016,17.0016,16.49,16.5721,3.668398,135377564.0
1996-06-27,16.4198,17.025,16.2167,16.868799,3.734075,246320582.0
1996-06-28,17.025,17.3179,16.521299,16.6814,3.692592,347206158.0
1996-07-01,16.482201,17.0016,16.1269,16.302601,3.608742,253042403.0
1996-07-02,16.314301,16.470501,15.8536,15.959,3.532682,259705962.0
1996-07-03,15.7364,15.7716,14.7212,14.8891,3.29585,295091718.0
1996-07-04,14.6236,15.2913,14.3854,14.8344,3.283741,368830715.0
1996-07-05,14.975,15.1117,14.4127,14.6118,3.234466,272145077.0
1996-07-08,14.9125,16.166,14.5689,14.7251,3.259546,159032944.0
1996-07-09,14.6079,16.166,13.4326,14.0027,3.099635,247708610.0
1996-07-10,13.5107,14.0534,13.4404,13.7645,3.046908,219424335.0
1996-07-11,13.9402,14.2526,13.7098,13.7996,3.054678,209494299.0
1996-07-12,13.7059,13.7411,13.1631,13.2842,2.940589,314976758.0
1996-07-15,13.1983,14.6821,12.9718,14.0222,3.103952,662383309.0
1996-07-16,15.6193,16.958599,15.6193,16.9352,3.748774,392528351.0
1996-07-17,16.3221,17.8841,16.056601,17.235901,3.815336,509950541.0
1996-07-18,17.4897,18.098801,17.4897,18.0676,3.999441,387948754.0
1996-07-19,18.2316,18.973499,18.2316,18.9618,4.197381,179919952.0
1996-07-22,18.3526,19.3445,17.524799,18.6807,4.135158,185440693.0
1996-07-23,19.367901,19.6178,18.458099,18.840799,4.170597,223098640.0
1996-07-24,18.3566,18.3566,16.958599,17.005501,3.764335,204707267.0
1996-07-25,16.853201,17.1031,16.1581,16.2402,3.594928,271383838.0
1996-07-26,16.166,16.5096,15.8067,16.247999,3.596655,244162992.0
1996-07-29,16.4666,17.0445,16.368999,16.5721,3.668398,202234681.0
1996-07-30,16.33,16.4002,15.7442,16.134701,3.571575,188324309.0
1996-07-31,16.243999,16.927401,15.4475,16.697001,3.696046,191834074.0
1996-08-01,17.021099,17.1812,16.290899,16.392401,3.62862,262293790.0
1996-08-02,16.337799,16.5135,16.0488,16.169901,3.579367,166402042.0
1996-08-05,16.134701,16.2362,15.8575,15.9199,3.524028,104919693.0
1996-08-06,15.8536,16.3612,15.7091,16.084,3.560353,151179829.0
1996-08-07,16.1464,16.517401,16.0488,16.443199,3.639864,139841918.0
1996-08-08,16.548599,16.6502,16.0488,16.122999,3.568985,131213479.0
1996-08-09,16.150299,16.353399,16.0098,16.2519,3.597518,108804635.0
1996-08-12,16.3221,16.443199,16.1738,16.247999,3.596655,88415090.0
1996-08-13,16.205,16.4744,16.150299,16.3417,3.617396,89804399.0
1996-08-14,16.060499,16.3612,16.060499,16.119101,3.568121,78644473.0
1996-08-16,16.1269,16.2362,15.9746,16.119101,3.568121,69113944.0
1996-08-19,16.0488,16.0879,15.3147,15.4045,3.409938,102829327.0
1996-08-20,15.2483,15.8926,15.1624,15.5724,3.447104,160974775.0
1996-08-21,15.9941,16.353399,15.8926,16.353399,3.619986,141181289.0
1996-08-22,16.868799,16.9821,16.3729,16.470501,3.645908,214735258.0
1996-08-23,16.4783,16.8493,16.4002,16.669701,3.690002,160089331.0
1996-08-26,16.517401,16.6658,16.275299,16.3417,3.617396,127729964.0
1996-08-27,16.3221,16.4198,16.0879,16.2089,3.587999,137974355.0
1996-08-28,16.243999,16.6931,16.243999,16.6619,3.688275,78586212.0
1996-08-29,16.7087,16.747801,16.470501,16.505699,3.6537,79640037.0
1996-08-30,16.4862,16.5721,16.4081,16.521299,3.657153,55899506.0
1996-09-02,16.564301,16.669701,16.4862,16.611099,3.677031,53994168.0
1996-09-03,16.669701,16.7829,16.095699,16.1933,3.584547,126227334.0
1996-09-04,16.107401,16.2519,16.017599,16.212799,3.588863,62027829.0
1996-09-05,16.2792,16.4979,16.2792,16.454901,3.642454,65615703.0
1996-09-06,16.521299,16.544701,16.2519,16.318199,3.612195,51134881.0
1996-09-09,16.314301,16.3221,16.1269,16.1933,3.584547,49398566.0
1996-09-10,16.1777,16.1777,15.9512,16.0488,3.55256,66093958.0
1996-09-11,16.017599,16.2362,15.7833,15.877,3.51453,57020556.0
1996-09-12,15.7755,15.8692,15.5021,15.7598,3.488587,124204833.0
1996-09-13,15.8497,15.8809,15.5841,15.6232,3.458349,83178613.0
1996-09-16,15.5451,15.5451,14.9476,15.0648,3.334742,95643337.0
1996-09-17,15.0765,15.4631,15.057,15.2913,3.38488,81027425.0
1996-09-18,15.2288,16.205,15.2093,16.0371,3.54997,93192519.0
1996-09-19,16.084,16.2089,15.385,15.4592,3.422046,112381625.0
1996-09-20,15.4319,15.6935,15.3069,15.3733,3.403031,72720384.0
1996-09-23,15.3108,15.385,15.0062,15.1741,3.358936,74556576.0
1996-09-24,15.2288,15.4553,15.1897,15.2913,3.38488,60399073.0
1996-09-25,15.4553,15.6974,15.3459,15.4006,3.409075,67731037.0
1996-09-26,15.3225,15.3772,15.0336,15.1585,3.355484,60141699.0
1996-09-27,15.1468,15.1468,14.6157,14.6938,3.252617,118018248.0
1996-09-30,14.604,14.9867,14.4791,14.9203,3.302757,113717794.0
1996-10-01,14.9945,15.0609,14.7251,14.8813,3.294123,85135810.0
1996-10-03,15.0336,15.221,14.7056,14.8149,3.279424,69793232.0
1996-10-04,14.8969,15.014,14.5455,14.893,3.296713,82331583.0
1996-10-07,14.9281,14.9281,14.0964,14.604,3.232739,124407788.0
1996-10-08,14.5337,14.8383,14.1784,14.6665,3.246574,89927964.0
1996-10-09,14.8383,14.9945,14.6236,14.8578,3.288921,80167591.0
1996-10-10,14.8149,15.3069,14.7446,15.2561,3.377087,88899748.0
1996-10-11,15.3264,15.5021,15.0804,15.2366,3.372771,99797818.0
1996-10-14,15.0921,15.1507,14.7251,14.7875,3.273359,73911860.0
1996-10-15,14.6938,14.9555,14.5064,14.7446,3.263863,74154509.0
1996-10-16,14.9984,15.0687,14.6704,14.7212,3.258683,63683476.0
1996-10-17,14.647,15.2288,14.5142,15.0999,3.342512,128315138.0
1996-10-18,15.1897,15.4631,14.9789,15.2132,3.367592,205462743.0
1996-10-22,15.3264,16.0488,15.3264,15.7559,3.487723,184973322.0
1996-10-23,16.5721,16.7673,16.3221,16.673599,3.690865,146937636.0
1996-10-24,16.7868,17.251499,16.290899,16.454901,3.642454,303877654.0
1996-10-25,16.396299,16.8102,16.365101,16.7087,3.698636,140434775.0
1996-10-28,16.790701,16.868799,16.439301,16.521299,3.657153,90935693.0
1996-10-29,16.443199,16.868799,16.091801,16.263599,3.600108,116754426.0
1996-10-31,15.9746,15.9746,15.588,15.7755,3.492063,79985764.0
1996-11-01,15.8887,16.868799,15.2639,15.3655,3.401304,80726515.0
1996-11-04,15.2288,15.2288,14.5884,14.7368,3.262136,100510398.0
1996-11-05,14.6938,14.8891,14.3697,14.4595,3.200753,78469689.0
1996-11-06,14.1472,14.4674,13.7567,14.2877,3.162723,171489345.0
1996-11-07,14.4791,14.5533,14.2916,14.4869,3.206819,90381250.0
1996-11-08,14.565,14.6899,14.0964,14.6157,3.23533,71520585.0
1996-11-11,14.2721,14.522,14.1198,14.3268,3.171378,73381746.0
1996-11-13,14.2135,14.6626,14.2135,14.5806,3.22756,41866208.0
1996-11-14,14.5259,14.604,14.319,14.3893,3.185213,36122665.0
1996-11-15,14.3424,14.6743,14.2956,14.5728,3.225833,40964118.0
1996-11-18,14.6431,15.0101,14.6431,14.9711,3.314001,73395191.0
1996-11-19,15.0062,15.0687,14.6392,14.7837,3.272518,67460218.0
1996-11-20,14.7993,14.7993,14.2213,14.2799,3.160997,53177869.0
1996-11-21,14.2565,14.4166,13.8894,14.03,3.105679,95861016.0
1996-11-22,13.8777,14.112,13.7957,13.8894,3.074556,106095803.0
1996-11-25,13.8426,14.8617,13.5693,14.5533,3.221516,163333399.0
1996-11-26,14.8071,15.2015,14.2956,14.7915,3.274245,182050011.0
1996-11-27,14.2916,14.2916,13.8426,14.1823,3.139392,101698033.0
1996-11-28,14.2135,14.3658,14.0183,14.1081,3.122967,59441282.0
1996-11-29,14.2057,14.3151,14.0808,14.1589,3.134212,46052701.0
1996-12-02,14.0769,14.2877,13.991,14.1237,3.12642,33450327.0
1996-12-03,14.0574,14.5572,14.0339,14.237,3.151501,91518306.0
1996-12-04,14.1355,14.1355,13.8309,14.0378,3.107405,61702590.0
1996-12-05,13.909,14.44,13.8035,14.2799,3.160997,86467497.0
1996-12-06,14.3502,14.4439,14.2135,14.3034,3.166199,50965859.0
1996-12-09,14.2135,14.4127,14.2018,14.2799,3.160997,37205942.0
1996-12-10,14.2135,14.2448,13.9441,14.0339,3.106542,50235352.0
1996-12-11,14.0925,15.0179,14.0925,15.014,3.323498,93510076.0
1996-12-12,15.1507,15.2561,14.6275,14.686,3.25089,111052498.0
1996-12-13,14.6118,14.7602,14.4713,14.6899,3.251754,57848379.0
1996-12-16,14.7837,15.3069,14.7837,15.2132,3.367592,90801244.0
1996-12-17,15.1897,15.3147,14.8539,15.0101,3.322633,77183458.0
1996-12-18,15.2288,15.5217,15.1234,15.2327,3.371909,90399177.0
1996-12-19,15.1897,15.424,15.0531,15.2405,3.373634,61119337.0
1996-12-20,15.4319,16.0488,15.4319,15.9317,3.52664,164133692.0
1996-12-23,16.005899,16.005899,15.588,15.6935,3.473911,95147795.0
1996-12-24,15.6505,15.7755,15.5021,15.6622,3.466983,69870061.0
1996-12-26,15.9317,16.458799,15.9317,16.380699,3.626029,66160542.0
1996-12-31,16.458799,16.4783,16.017599,16.138599,3.572439,47716030.0
1997-01-01,16.3612,17.220301,16.3612,17.1343,3.792846,129305581.0
1997-01-02,17.177299,17.1812,16.6814,16.7283,3.702974,95362914.0
1997-01-03,16.5994,16.9664,16.5994,16.9235,3.746183,89838971.0
1997-01-06,17.025,17.1031,16.751699,16.8141,3.721967,60139778.0
1997-01-07,16.7985,17.0602,16.697001,16.931299,3.74791,88169240.0
1997-01-08,17.3335,17.567801,17.0641,17.2085,3.809271,123788041.0
1997-01-09,17.083599,17.329599,16.9743,17.1695,3.800638,92182229.0
1997-01-10,17.4545,17.524799,17.278799,17.3843,3.848185,92862158.0
1997-01-13,17.1812,17.415501,17.0641,17.356899,3.84212,76475999.0
1997-01-14,17.493601,18.391701,17.3062,18.0481,3.995125,98356010.0
1997-01-15,18.3526,19.3132,18.239401,19.3132,4.275167,167971257.0
1997-01-16,20.6682,20.6682,18.547899,18.833,4.16887,194842535.0
1997-01-17,18.196501,19.289801,18.196501,19.0282,4.21208,166676063.0
1997-01-20,19.0555,19.094601,18.2199,18.3487,4.061666,98414911.0
1997-01-21,18.2355,18.5089,17.813801,17.9895,3.982153,103892757.0
1997-01-22,18.5089,19.250799,18.5089,19.2195,4.254426,133652132.0
1997-01-24,19.6803,20.394899,19.6803,20.2348,4.479173,237872049.0
1997-01-27,20.695601,21.4765,20.5784,20.9533,4.638219,236198476.0
1997-01-28,21.378901,21.566299,20.9025,21.496,4.758352,153164556.0
1997-01-29,22.4918,22.4918,20.9533,21.4179,4.741064,230196279.0
1997-01-30,21.0079,21.7498,20.968901,21.394501,4.735884,270968966.0
1997-01-31,20.972799,21.320299,20.6175,20.9142,4.629563,234209268.0
1997-02-03,20.266001,20.676001,19.524099,19.7623,4.374579,176487015.0
1997-02-04,19.7271,20.922001,19.649,20.601801,4.560411,222820778.0
1997-02-05,21.203199,21.3906,20.406601,20.543301,4.547462,168059609.0
1997-02-06,20.543301,21.109501,20.269899,20.8752,4.620933,203623990.0
1997-02-07,20.968901,21.5117,20.7736,21.371099,4.730706,207596004.0
1997-02-10,21.378901,21.4375,20.922001,21.292999,4.713415,147662382.0
1997-02-11,21.1602,21.628799,21.086,21.4687,4.752309,116029040.0
1997-02-12,21.4765,21.730301,21.211,21.3867,4.734158,115103261.0
1997-02-13,21.2617,21.472601,21.1329,21.308599,4.716868,92560608.0
1997-02-14,21.242201,21.4765,21.2227,21.398399,4.736747,66008807.0
1997-02-17,21.6717,21.867001,21.3594,21.488199,4.756625,106882651.0
1997-02-18,21.5156,21.5156,20.7932,20.9494,4.637356,114646774.0
1997-02-19,21.0938,21.367201,20.8088,21.308599,4.716868,132753243.0
1997-02-20,21.242201,21.3594,20.9806,21.0977,4.670184,95699037.0
1997-02-21,20.9298,21.035299,20.726801,20.7971,4.603643,91607939.0
1997-02-24,20.6409,20.6565,19.918501,20.0161,4.430761,109430784.0
1997-02-25,19.9146,20.996201,19.7623,20.422199,4.520655,234650389.0
1997-02-26,20.2973,20.7346,20.180099,20.6057,4.561275,117710936.0
1997-02-27,20.7034,21.1446,20.6877,21.062599,4.662414,127714598.0
1997-02-28,22.7456,23.3508,22.3356,22.9408,5.078172,75485556.0
1997-03-03,23.9834,24.4832,23.702299,23.834999,5.276112,153220256.0
1997-03-04,23.9366,24.205999,23.6203,24.0459,5.322798,133885818.0
1997-03-05,24.8347,24.9869,23.2883,23.7374,5.254508,286664953.0
1997-03-06,23.358601,23.6632,23.1556,23.483601,5.198326,190897411.0
1997-03-10,22.9916,22.9916,22.2262,22.3512,4.947658,175525383.0
1997-03-11,22.179399,22.4137,20.9298,21.1602,4.684019,259523496.0
1997-03-12,21.9373,22.1677,21.445299,21.7694,4.818871,199504082.0
1997-03-13,21.9802,22.011499,21.3515,21.484301,4.755762,127130064.0
1997-03-14,21.242201,22.2575,21.1485,21.9177,4.851699,310433014.0
1997-03-17,22.0193,22.3356,21.7577,22.2223,4.919125,217129094.0
1997-03-18,22.218399,22.874399,22.1481,22.5152,4.983962,211827313.0
1997-03-19,22.9564,23.058001,21.945101,22.050501,4.881096,162368566.0
1997-03-20,21.906,22.4879,21.652201,22.1989,4.913945,196672965.0
1997-03-21,22.4918,22.718201,22.355101,22.5347,4.988279,135992189.0
1997-03-25,22.706499,22.8041,22.3395,22.5347,4.988279,145666771.0
1997-03-26,22.784599,23.1087,22.690901,22.780701,5.042732,190840430.0
1997-03-27,22.687,22.858801,22.5308,22.7729,5.041006,102175008.0
1997-03-31,21.179701,21.179701,20.496401,20.523701,4.543124,1667170.0
1997-04-01,18.926701,20.769699,18.743099,20.391001,4.513749,219080529.0
1997-04-02,21.078199,21.230499,20.480801,20.7346,4.589808,169075021.0
1997-04-03,20.769699,21.0665,20.555,20.922001,4.631291,133249425.0
1997-04-04,20.6096,20.910299,20.4652,20.832199,4.611413,89391448.0
1997-04-07,20.754101,20.769699,20.484699,20.6213,4.564728,81159314.0
1997-04-09,21.2344,21.488199,21.0977,21.4179,4.741064,161342270.0
1997-04-10,21.125099,21.2227,20.012199,20.7815,4.600189,157285745.0
1997-04-11,20.070801,21.1602,20.035601,20.9142,4.629563,129400336.0
1997-04-15,20.910299,21.0392,20.586201,20.738501,4.590671,86772249.0
1997-04-17,21.0079,21.933399,20.9142,21.843599,4.835296,164791853.0
1997-04-21,21.9841,23.3743,21.9529,23.3664,5.172384,186192328.0
1997-04-22,23.897499,24.8347,23.1985,23.651501,5.235494,332214429.0
1997-04-23,24.2099,24.288,23.8584,23.944401,5.30033,175044567.0
1997-04-24,24.042,24.112301,23.671,23.7882,5.265752,128416935.0
1997-04-25,23.6593,23.9053,23.6085,23.8545,5.280428,110871312.0
1997-04-28,23.819401,24.0224,23.702299,23.834999,5.276112,79307116.0
1997-04-29,23.745199,23.8741,23.671,23.8311,5.275249,71546834.0
1997-04-30,24.4051,24.580799,24.1318,24.186399,5.353899,155422663.0
1997-05-02,23.975599,24.049801,23.7999,23.846701,5.278702,74678861.0
1997-05-05,23.5226,23.624201,23.2962,23.362499,5.17152,117870994.0
1997-05-06,23.4289,23.741301,23.3547,23.6476,5.234631,90767952.0
1997-05-07,23.741301,23.741301,23.4445,23.4914,5.200052,63187294.0
1997-05-08,23.499201,23.6164,23.382099,23.5734,5.218205,45432954.0
1997-05-09,23.624201,23.655399,23.468,23.5226,5.206959,38984513.0
1997-05-12,23.507,23.565599,22.812,22.874399,5.063474,125024333.0
1997-05-13,22.843201,22.999399,22.7729,22.8549,5.059157,76013110.0
1997-05-14,22.8666,23.1868,22.5035,23.120399,5.117928,163583090.0
1997-05-15,22.9799,23.1556,22.9018,22.972099,5.085099,89518854.0
1997-05-16,22.921301,23.077499,22.8901,23.0189,7.106162,53199637.0
1997-05-19,23.272699,23.514799,23.089199,23.206301,7.164016,73671772.0
1997-05-20,23.2141,23.335199,23.1322,23.2024,7.162812,29541696.0
1997-05-21,23.194599,23.194599,22.768999,22.843201,7.051924,70140880.0
1997-05-22,22.8901,22.921301,22.4527,22.6362,6.988021,112560890.0
1997-05-23,22.569901,22.995501,22.382401,22.6675,6.997683,152384110.0
1997-05-26,22.589399,22.741699,22.4527,22.5035,6.947055,65164978.0
1997-05-27,22.5933,22.8354,22.038799,22.230101,6.862653,154617888.0
1997-05-28,22.3356,22.48,22.011499,22.066099,6.812024,66318680.0
1997-05-29,22.0154,23.1322,21.9373,22.9799,7.094123,231919790.0
1997-05-30,23.120399,23.6164,22.9799,23.5109,7.258049,219328300.0
1997-06-02,23.702299,23.8936,23.471901,23.7843,7.34245,149851983.0
1997-06-03,23.819401,24.280199,23.507,23.6905,7.313494,165158707.0
1997-06-04,23.897499,24.002899,23.628099,23.7218,7.323156,79893570.0
1997-06-05,23.928699,24.6199,23.8428,24.268499,7.491927,271764777.0
1997-06-06,24.3661,24.463699,24.014601,24.065399,7.429227,124094713.0
1997-06-09,23.897499,24.354401,23.7803,24.124001,7.447319,148174569.0
1997-06-10,24.3661,24.600401,24.1943,24.490999,7.560615,140026306.0
1997-06-11,24.795601,25.0299,24.6824,24.780001,7.649832,129652588.0
1997-06-12,24.7878,25.377399,24.756599,25.3032,7.811349,187812761.0
1997-06-13,25.4594,25.654699,25.0299,25.2173,7.784833,141554545.0
1997-06-16,25.0611,25.146999,24.463699,24.627701,7.602816,123182379.0
1997-06-17,24.9128,25.2251,24.846399,24.979099,7.711296,124348246.0
1997-06-18,25.4594,25.728901,25.1744,25.283701,7.805329,109283530.0
1997-06-19,25.068899,26.8652,24.9557,26.7012,8.242928,264913629.0
1997-06-20,27.025299,28.544201,26.9823,28.091299,8.672065,325808884.0
1997-06-23,28.388,29.0284,28.3685,28.5091,8.801043,171096881.0
1997-06-24,28.505199,29.051901,28.364599,28.805901,8.892668,140073043.0
1997-06-25,29.598499,29.981199,28.5833,28.7824,8.885412,321658884.0
1997-06-26,28.759001,30.4576,27.4977,29.6532,9.154238,537659246.0
1997-06-27,29.426701,29.5595,28.7785,28.868299,8.91193,182571802.0
1997-06-30,28.505199,28.887899,28.2358,28.7668,8.880597,184442567.0
